country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Cote dIvoire,CIV,18/03/2021,20766,20766,0,1653,1490,0.08,0.08,0,56,Oxford/AstraZeneca,Ministry of Health and Public Hygiene,https://www.facebook.com/Mshpci/posts/1856906561141696
Croatia,HRV,30/12/2020,7864,7864,0,0,0,0.19,0.19,0,0,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,31/12/2020,0,0,0,0,1105,0,0,0,269,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,1/01/2021,0,0,0,0,1105,0,0,0,269,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,2/01/2021,0,0,0,0,1105,0,0,0,269,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,3/01/2021,12285,12285,0,0,1105,0.3,0.3,0,269,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,4/01/2021,0,0,0,0,1036,0,0,0,252,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,5/01/2021,13798,13798,0,0,989,0.34,0.34,0,241,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,6/01/2021,0,0,0,0,1334,0,0,0,325,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,7/01/2021,20603,20603,0,0,1662,0.5,0.5,0,405,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,8/01/2021,24985,24985,0,4382,2130,0.61,0.61,0,519,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,9/01/2021,30000,30000,0,5015,2689,0.73,0.73,0,655,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,10/01/2021,0,0,0,0,2693,0,0,0,656,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,11/01/2021,0,0,0,0,2748,0,0,0,669,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,12/01/2021,0,0,0,0,2802,0,0,0,683,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,13/01/2021,34553,34553,0,0,2479,0.84,0.84,0,604,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,14/01/2021,38000,38000,0,3447,2485,0.93,0.93,0,605,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,15/01/2021,41532,41532,0,3532,2364,1.01,1.01,0,576,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,16/01/2021,45906,45906,0,4374,2272,1.12,1.12,0,553,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,17/01/2021,0,0,0,0,2510,0,0,0,611,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,18/01/2021,0,0,0,0,2747,0,0,0,669,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,19/01/2021,54304,54304,0,0,2984,1.32,1.32,0,727,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,20/01/2021,0,0,0,0,3329,0,0,0,811,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,21/01/2021,0,0,0,0,3343,0,0,0,814,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,22/01/2021,64951,0,0,0,3346,1.58,0,0,815,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,23/01/2021,0,0,0,0,2960,0,0,0,721,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,24/01/2021,0,0,0,0,2800,0,0,0,682,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,25/01/2021,69984,58077,11907,0,2640,1.7,1.41,0.29,643,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,26/01/2021,0,0,0,0,2598,0,0,0,633,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,27/01/2021,0,0,0,0,2448,0,0,0,596,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,28/01/2021,0,0,0,0,2299,0,0,0,560,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,29/01/2021,80000,0,0,0,2150,1.95,0,0,524,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,30/01/2021,0,0,0,0,2097,0,0,0,511,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,31/01/2021,0,0,0,0,2045,0,0,0,498,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,1/02/2021,83928,58829,25099,0,1992,2.04,1.43,0.61,485,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,2/02/2021,0,0,0,0,1920,0,0,0,468,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,3/02/2021,87929,59064,28865,0,1848,2.14,1.44,0.7,450,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,4/02/2021,95505,59593,35912,7576,2573,2.33,1.45,0.87,627,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,5/02/2021,0,0,0,0,2406,0,0,0,586,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,6/02/2021,0,0,0,0,2411,0,0,0,587,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,7/02/2021,0,0,0,0,2415,0,0,0,588,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,8/02/2021,0,0,0,0,2420,0,0,0,589,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,9/02/2021,102207,61241,41966,0,2326,2.49,1.49,1.02,567,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,10/02/2021,0,0,0,0,2794,0,0,0,681,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,11/02/2021,112774,64775,47969,0,2467,2.75,1.58,1.17,601,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,12/02/2021,0,0,0,0,2555,0,0,0,622,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,13/02/2021,0,0,0,0,2643,0,0,0,644,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,14/02/2021,0,0,0,0,2731,0,0,0,665,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,15/02/2021,120603,67825,52778,0,2819,2.94,1.65,1.29,687,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,16/02/2021,0,0,0,0,3657,0,0,0,891,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,17/02/2021,0,0,0,0,3932,0,0,0,958,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,18/02/2021,142222,87169,55053,0,4207,3.46,2.12,1.34,1025,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,19/02/2021,0,0,0,0,4782,0,0,0,1165,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,20/02/2021,0,0,0,0,5356,0,0,0,1305,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,21/02/2021,0,0,0,0,5931,0,0,0,1445,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,22/02/2021,166146,108311,57835,0,6506,4.05,2.64,1.41,1585,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,23/02/2021,0,0,0,0,6757,0,0,0,1646,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,24/02/2021,184076,125771,58305,0,7009,4.48,3.06,1.42,1707,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,25/02/2021,194267,135756,58511,10191,7435,4.73,3.31,1.43,1811,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,26/02/2021,0,0,0,0,7252,0,0,0,1767,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,27/02/2021,0,0,0,0,7069,0,0,0,1722,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,28/02/2021,0,0,0,0,6886,0,0,0,1677,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,1/03/2021,213068,153085,59983,0,6703,5.19,3.73,1.46,1633,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,2/03/2021,0,0,0,0,6800,0,0,0,1656,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,3/03/2021,0,0,0,0,6897,0,0,0,1680,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,4/03/2021,242000,182000,60000,0,6819,5.89,4.43,1.46,1661,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,5/03/2021,0,0,0,0,6977,0,0,0,1700,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,6/03/2021,0,0,0,0,7135,0,0,0,1738,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,7/03/2021,0,0,0,0,7293,0,0,0,1776,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,8/03/2021,265223,202167,63056,0,7451,6.46,4.92,1.54,1815,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,9/03/2021,0,0,0,0,7349,0,0,0,1790,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,10/03/2021,0,0,0,0,7248,0,0,0,1766,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,11/03/2021,0,0,0,0,7146,0,0,0,1741,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,12/03/2021,300956,233423,67533,0,7593,7.33,5.69,1.65,1850,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,13/03/2021,0,0,0,0,8072,0,0,0,1966,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,14/03/2021,0,0,0,0,8551,0,0,0,2083,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,15/03/2021,0,0,0,0,9031,0,0,0,2200,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,16/03/2021,0,0,0,0,9063,0,0,0,2208,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,17/03/2021,0,0,0,0,9096,0,0,0,2216,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,18/03/2021,0,0,0,0,9128,0,0,0,2223,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Croatia,HRV,19/03/2021,365082,280622,76460,0,9161,8.89,6.84,1.86,2232,Pfizer/BioNTech,Ministry of Health,https://www.index.hr/vijesti/clanak/video-bozinovic-na-presici-stozera-najavio-stroze-kontrole-i-kazne/2262317.aspx
Cyprus,CYP,6/01/2021,3901,3901,0,0,0,0.45,0.45,0,0,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,7/01/2021,0,0,0,0,534,0,0,0,610,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,8/01/2021,0,0,0,0,534,0,0,0,610,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,9/01/2021,0,0,0,0,534,0,0,0,610,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,10/01/2021,6035,6035,0,0,534,0.69,0.69,0,610,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,11/01/2021,0,0,0,0,566,0,0,0,646,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,12/01/2021,0,0,0,0,588,0,0,0,671,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,13/01/2021,0,0,0,0,604,0,0,0,690,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,14/01/2021,0,0,0,0,628,0,0,0,717,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,15/01/2021,0,0,0,0,651,0,0,0,743,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,16/01/2021,10226,10226,0,0,675,1.17,1.17,0,771,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,17/01/2021,0,0,0,0,752,0,0,0,859,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,18/01/2021,0,0,0,0,806,0,0,0,920,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,19/01/2021,0,0,0,0,859,0,0,0,981,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,20/01/2021,0,0,0,0,913,0,0,0,1042,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,21/01/2021,0,0,0,0,966,0,0,0,1103,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,22/01/2021,0,0,0,0,1020,0,0,0,1165,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,23/01/2021,17739,15322,2057,0,1073,2.03,1.75,0.23,1225,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,24/01/2021,0,0,0,0,1079,0,0,0,1232,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,25/01/2021,0,0,0,0,1084,0,0,0,1238,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,26/01/2021,0,0,0,0,1090,0,0,0,1244,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,27/01/2021,0,0,0,0,1095,0,0,0,1250,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,28/01/2021,0,0,0,0,1101,0,0,0,1257,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,29/01/2021,0,0,0,0,1106,0,0,0,1263,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,30/01/2021,25519,19618,5551,0,1111,2.91,2.24,0.63,1268,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,31/01/2021,0,0,0,0,1102,0,0,0,1258,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,1/02/2021,0,0,0,0,1093,0,0,0,1248,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,2/02/2021,0,0,0,0,1083,0,0,0,1236,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,3/02/2021,0,0,0,0,1074,0,0,0,1226,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,4/02/2021,0,0,0,0,1064,0,0,0,1215,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,5/02/2021,0,0,0,0,1055,0,0,0,1204,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,6/02/2021,32837,22813,10024,0,1045,3.75,2.6,1.14,1193,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,7/02/2021,0,0,0,0,1133,0,0,0,1294,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,8/02/2021,0,0,0,0,1220,0,0,0,1393,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,9/02/2021,0,0,0,0,1307,0,0,0,1492,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,10/02/2021,0,0,0,0,1394,0,0,0,1592,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
Cyprus,CYP,11/02/2021,0,0,0,0,1482,0,0,0,1692,Pfizer/BioNTech,Government of Cyprus,https://www.financialmirror.com/2021/03/15/covid19-cyprus-halts-astrazeneca-vaccinations-other-jabs-continue/
